gid,reason,seed_flow_in,in_sum,in_deg,request
100000004390333100,inflow_incomplete,45766.91904562225,64558.0,2,запросить исходящие переводы по узлу
100000008137435100,inflow_incomplete,43945.1421473066,93906.0,2,запросить исходящие переводы по узлу
100000008172352100,inflow_incomplete,43109.08007016397,90265.0,3,запросить исходящие переводы по узлу
100000008477350100,inflow_incomplete,40938.53602901336,610100.0,11,запросить исходящие переводы по узлу
100000002527114100,inflow_incomplete,40546.65093273082,129000.0,3,запросить исходящие переводы по узлу
100000006866783100,inflow_incomplete,38421.925245047234,838812.0,13,запросить исходящие переводы по узлу
100000000437046100,inflow_incomplete,36889.886716748406,1107200.0,9,запросить исходящие переводы по узлу
100000008738325100,inflow_incomplete,36550.0,36550.0,1,запросить исходящие переводы по узлу
100000006534886100,inflow_incomplete,36012.234050844025,71700.0,1,запросить исходящие переводы по узлу
100000004193835100,inflow_incomplete,35339.64670189405,47000.0,1,запросить исходящие переводы по узлу
100000008213966100,inflow_incomplete,34736.02482805593,187004.0,3,запросить исходящие переводы по узлу
100000008603629100,inflow_incomplete,33165.43513578833,1817300.0,19,запросить исходящие переводы по узлу
100000003718221100,inflow_incomplete,32307.788716468902,350000.0,2,запросить исходящие переводы по узлу
100000008443341100,inflow_incomplete,30625.0,34500.0,2,запросить исходящие переводы по узлу
100000000331309100,inflow_incomplete,27494.97057731508,984635.0,5,запросить исходящие переводы по узлу
100000004209339100,inflow_incomplete,26625.035121311812,138500.0,1,запросить исходящие переводы по узлу
100000003589877100,inflow_incomplete,26001.268116063504,176000.0,2,запросить исходящие переводы по узлу
100000005394708100,inflow_incomplete,26000.0,26000.0,1,запросить исходящие переводы по узлу
100000005634552100,inflow_incomplete,25850.0,25850.0,1,запросить исходящие переводы по узлу
100000003975102100,inflow_incomplete,25647.6402654328,25650.0,1,запросить исходящие переводы по узлу
100000001697501100,inflow_incomplete,25478.599475247956,123700.0,3,запросить исходящие переводы по узлу
100000005507142100,inflow_incomplete,25260.115606936415,51000.0,3,запросить исходящие переводы по узлу
100000008531133100,inflow_incomplete,25000.000000000004,25000.0,1,запросить исходящие переводы по узлу
100000008304139100,inflow_incomplete,23934.194803552113,189329.75,4,запросить исходящие переводы по узлу
100000003001564100,inflow_incomplete,23520.0,23520.0,1,запросить исходящие переводы по узлу
100000007639767100,inflow_incomplete,23508.732142169392,90913.0,4,запросить исходящие переводы по узлу
100000004784224100,inflow_incomplete,23500.0,23500.0,1,запросить исходящие переводы по узлу
100000003873332100,inflow_incomplete,23468.0,23468.0,1,запросить исходящие переводы по узлу
100000005493505100,inflow_incomplete,23099.749971394096,62020.0,3,запросить исходящие переводы по узлу
100000004527381100,inflow_incomplete,22455.20362711548,119333.17,1,запросить исходящие переводы по узлу
100000006707582100,inflow_incomplete,22408.470376783825,39520.0,2,запросить исходящие переводы по узлу
100000000733451100,inflow_incomplete,20532.39404848118,70000.0,1,запросить исходящие переводы по узлу
100000000607731100,inflow_incomplete,20000.0,20000.0,1,запросить исходящие переводы по узлу
100000003616818100,inflow_incomplete,19864.56730815722,78000.0,3,запросить исходящие переводы по узлу
100000007898453100,inflow_incomplete,19660.78428805237,24750.0,1,запросить исходящие переводы по узлу
100000007648946100,inflow_incomplete,19550.0,19550.0,1,запросить исходящие переводы по узлу
100000004847758100,inflow_incomplete,19047.02142075994,115171.0,4,запросить исходящие переводы по узлу
100000000580561100,inflow_incomplete,18188.87690504103,27980.0,2,запросить исходящие переводы по узлу
100000003854444100,inflow_incomplete,17231.748251748253,210000.0,1,запросить исходящие переводы по узлу
100000005664922100,inflow_incomplete,17159.774436090225,22000.0,2,запросить исходящие переводы по узлу
100000001782980100,inflow_incomplete,16999.575010624736,50000.0,1,запросить исходящие переводы по узлу
100000006734554100,inflow_incomplete,16500.0,16500.0,1,запросить исходящие переводы по узлу
100000007511163100,inflow_incomplete,16267.730258440373,63666.0,2,запросить исходящие переводы по узлу
100000002748532100,inflow_incomplete,15667.91318521812,355575.0,3,запросить исходящие переводы по узлу
100000004424023100,inflow_incomplete,14466.859049423452,50000.0,1,запросить исходящие переводы по узлу
100000004017410100,inflow_incomplete,14276.886667900755,193650.0,2,запросить исходящие переводы по узлу
100000002606567100,inflow_incomplete,14095.0,14095.0,1,запросить исходящие переводы по узлу
100000006240939100,inflow_incomplete,13658.536585365853,160000.0,1,запросить исходящие переводы по узлу
100000008346837100,inflow_incomplete,13600.731826243045,254359.0,9,запросить исходящие переводы по узлу
100000008389800100,inflow_incomplete,13128.304212139235,189000.0,3,запросить исходящие переводы по узлу
100000008731444100,inflow_incomplete,12935.25525198306,439000.0,3,запросить исходящие переводы по узлу
100000000831684100,inflow_incomplete,12669.825347861788,15000.0,1,запросить исходящие переводы по узлу
100000002731501100,inflow_incomplete,12668.271899950869,570370.0,3,запросить исходящие переводы по узлу
100000005140601100,inflow_incomplete,12405.872979883125,52685.0,3,запросить исходящие переводы по узлу
100000002681449100,inflow_incomplete,12301.276040144272,94638.0,2,запросить исходящие переводы по узлу
100000008003034100,inflow_incomplete,12201.0,12201.0,1,запросить исходящие переводы по узлу
100000003888271100,inflow_incomplete,12177.0,12177.0,1,запросить исходящие переводы по узлу
100000008636603100,inflow_incomplete,11505.576497348207,35460.0,2,запросить исходящие переводы по узлу
100000003823811100,inflow_incomplete,10602.920222937091,30000.0,1,запросить исходящие переводы по узлу
100000001825934100,inflow_incomplete,10104.046242774566,40000.0,1,запросить исходящие переводы по узлу
100000000089154100,inflow_incomplete,10000.0,10000.0,1,запросить исходящие переводы по узлу
100000008512552100,inflow_incomplete,9937.731195593167,394360.0,4,запросить исходящие переводы по узлу
100000002748180100,inflow_incomplete,9900.0,9900.0,1,запросить исходящие переводы по узлу
100000008743913100,inflow_incomplete,9752.604866971758,149300.0,3,запросить исходящие переводы по узлу
100000000913911100,inflow_incomplete,9722.651790803817,467000.0,2,запросить исходящие переводы по узлу
100000004398811100,inflow_incomplete,9225.304643631292,426000.0,1,запросить исходящие переводы по узлу
100000004150593100,inflow_incomplete,9088.20156422538,57000.0,1,запросить исходящие переводы по узлу
100000008254069100,inflow_incomplete,9075.168412775995,10200.0,1,запросить исходящие переводы по узлу
100000006977207100,inflow_incomplete,8965.436907190975,414000.0,1,запросить исходящие переводы по узлу
100000008758168100,inflow_incomplete,8329.969130750591,75410.0,2,запросить исходящие переводы по узлу
100000001526235100,inflow_incomplete,8279.545302307473,82000.0,3,запросить исходящие переводы по узлу
100000004007116100,inflow_incomplete,8032.405511680511,764704.0,3,запросить исходящие переводы по узлу
100000004722765100,inflow_incomplete,7913.856390741137,230000.0,1,запросить исходящие переводы по узлу
100000002609774100,inflow_incomplete,7700.0,7700.0,1,запросить исходящие переводы по узлу
100000002612809100,inflow_incomplete,7578.0346820809245,30000.0,1,запросить исходящие переводы по узлу
100000005264874100,inflow_incomplete,7578.0346820809245,30000.0,1,запросить исходящие переводы по узлу
100000002175422100,inflow_incomplete,7453.256659518945,68500.0,3,запросить исходящие переводы по узлу
100000000490383100,inflow_incomplete,7415.164779378838,62600.0,3,запросить исходящие переводы по узлу
100000007442518100,inflow_incomplete,7293.080515081625,510000.0,5,запросить исходящие переводы по узлу
100000008713270100,inflow_incomplete,7200.192005120137,30000.0,1,запросить исходящие переводы по узлу
100000007594394100,inflow_incomplete,7105.537376367277,395385.0,6,запросить исходящие переводы по узлу
100000002205022100,inflow_incomplete,7099.999999999999,7100.0,1,запросить исходящие переводы по узлу
100000008710791100,inflow_incomplete,6961.199086342266,181510.0,3,запросить исходящие переводы по узлу
100000008512827100,inflow_incomplete,6949.013234989883,107949.0,3,запросить исходящие переводы по узлу
100000008752616100,inflow_incomplete,6938.661109597383,64510.0,2,запросить исходящие переводы по узлу
100000005578559100,inflow_incomplete,6891.761014293181,131000.0,2,запросить исходящие переводы по узлу
100000000607941100,inflow_incomplete,6696.569573639753,50000.0,2,запросить исходящие переводы по узлу
100000004921657100,inflow_incomplete,6593.313518821603,8300.0,1,запросить исходящие переводы по узлу
100000000332284100,inflow_incomplete,6538.783093082596,107426.0,10,запросить исходящие переводы по узлу
100000000724540100,inflow_incomplete,6362.441091622753,50000.0,1,запросить исходящие переводы по узлу
100000000723383100,inflow_incomplete,6205.864156059609,6800.0,1,запросить исходящие переводы по узлу
100000005547096100,inflow_incomplete,6100.528210835929,8000.0,1,запросить исходящие переводы по узлу
100000002723538100,inflow_incomplete,6091.344401813377,105647.0,3,запросить исходящие переводы по узлу
100000008466579100,inflow_incomplete,6063.565318359561,36952.0,2,запросить исходящие переводы по узлу
100000003242289100,inflow_incomplete,5846.453593478147,550791.0,3,запросить исходящие переводы по узлу
100000008547948100,inflow_incomplete,5829.971974345288,212665.0,6,запросить исходящие переводы по узлу
100000001346560100,inflow_incomplete,5755.27446280337,10000.0,2,запросить исходящие переводы по узлу
100000005958064100,inflow_incomplete,5746.0,5746.0,1,запросить исходящие переводы по узлу
100000003148220100,inflow_incomplete,5650.0,5650.0,1,запросить исходящие переводы по узлу
100000003917461100,inflow_incomplete,5554.395797742265,10000.0,1,запросить исходящие переводы по узлу
100000004591973100,inflow_incomplete,5554.395797742265,10000.0,1,запросить исходящие переводы по узлу
100000002592567100,inflow_incomplete,5297.0,5297.0,1,запросить исходящие переводы по узлу
100000005911352100,inflow_incomplete,5228.163671128107,15000.0,2,запросить исходящие переводы по узлу
100000008413748100,inflow_incomplete,5178.488524460305,26480.0,2,запросить исходящие переводы по узлу
100000000507799100,inflow_incomplete,5132.0,5132.0,1,запросить исходящие переводы по узлу
100000005031696100,inflow_incomplete,5000.0,5000.0,1,запросить исходящие переводы по узлу
100000003154105100,inflow_incomplete,4964.691324847687,60000.0,1,запросить исходящие переводы по узлу
100000004400305100,inflow_incomplete,4934.913453764931,222800.0,7,запросить исходящие переводы по узлу
100000007382543100,inflow_incomplete,4714.422746505866,218000.0,3,запросить исходящие переводы по узлу
100000004765639100,inflow_incomplete,4563.13540886736,5000.0,1,запросить исходящие переводы по узлу
100000001415126100,inflow_incomplete,4329.031393003198,27000.0,1,запросить исходящие переводы по узлу
100000008647905100,inflow_incomplete,4102.797202797203,50000.0,1,запросить исходящие переводы по узлу
100000001857829100,inflow_incomplete,3995.8914433370596,888535.0,6,запросить исходящие переводы по узлу
100000005409680100,inflow_incomplete,3606.066654444955,55060.0,2,запросить исходящие переводы по узлу
100000006912294100,inflow_incomplete,3552.2359115922236,6335.09,1,запросить исходящие переводы по узлу
100000004160650100,inflow_incomplete,3511.6030967781135,75100.0,2,запросить исходящие переводы по узлу
100000004670388100,inflow_incomplete,3455.693639442869,160354.0,1,запросить исходящие переводы по узлу
100000000297649100,inflow_incomplete,3402.6458133176166,40000.0,1,запросить исходящие переводы по узлу
100000005933757100,inflow_incomplete,3319.924051626808,1246000.0,4,запросить исходящие переводы по узлу
100000004971871100,inflow_incomplete,3306.6820276497697,25400.0,1,запросить исходящие переводы по узлу
100000005168487100,inflow_incomplete,3303.6736851378737,15000.0,1,запросить исходящие переводы по узлу
100000005782781100,inflow_incomplete,3293.8444519870973,171888.0,6,запросить исходящие переводы по узлу
100000005704413100,inflow_incomplete,3218.862602268106,97834.67,3,запросить исходящие переводы по узлу
100000002217161100,inflow_incomplete,3190.6151205093624,404750.0,2,запросить исходящие переводы по узлу
100000005815602100,inflow_incomplete,3188.8426541141685,20000.0,1,запросить исходящие переводы по узлу
100000005242320100,inflow_incomplete,2866.265970117214,365700.0,2,запросить исходящие переводы по узлу
100000005910114100,inflow_incomplete,2783.0872618881804,326144.0,3,запросить исходящие переводы по узлу
100000005264990100,inflow_incomplete,2736.909847354244,17070.0,1,запросить исходящие переводы по узлу
100000004613582100,inflow_incomplete,2702.7027027027025,5000.0,1,запросить исходящие переводы по узлу
100000008603331100,inflow_incomplete,2531.1376461533278,39500.0,2,запросить исходящие переводы по узлу
100000008489922100,inflow_incomplete,2510.314050451907,262010.0,3,запросить исходящие переводы по узлу
100000003796063100,inflow_incomplete,2484.0922675672577,35000.0,1,запросить исходящие переводы по узлу
100000000190228100,inflow_incomplete,2390.8443939581707,5000.0,1,запросить исходящие переводы по узлу
100000006888238100,inflow_incomplete,2343.3179723502303,18000.0,1,запросить исходящие переводы по узлу
100000002578405100,inflow_incomplete,2065.523782050601,1200351.0,2,запросить исходящие переводы по узлу
100000003054328100,inflow_incomplete,2039.0059184132826,140000.0,1,запросить исходящие переводы по узлу
100000002391278100,inflow_incomplete,1958.2186299160428,30000.0,1,запросить исходящие переводы по узлу
100000008730846100,inflow_incomplete,1832.1574227271858,155042.0,7,запросить исходящие переводы по узлу
100000008739887100,inflow_incomplete,1823.3825535306319,214000.0,2,запросить исходящие переводы по узлу
100000004285800100,inflow_incomplete,1787.1621469409479,5000.0,1,запросить исходящие переводы по узлу
100000001063678100,inflow_incomplete,1696.5918520233865,35000.0,1,запросить исходящие переводы по узлу
100000005454368100,inflow_incomplete,1608.1871620383538,48600.0,2,запросить исходящие переводы по узлу
100000004580202100,inflow_incomplete,1586.9067409522127,9000.0,1,запросить исходящие переводы по узлу
100000004508696100,inflow_incomplete,1524.8810707456978,7000.0,1,запросить исходящие переводы по узлу
100000008545727100,inflow_incomplete,1504.1285204595,30000.0,1,запросить исходящие переводы по узлу
100000001893287100,inflow_incomplete,1477.3232252811222,18000.0,1,запросить исходящие переводы по узлу
100000001232297100,inflow_incomplete,1466.5995748915127,5000.0,1,запросить исходящие переводы по узлу
100000002193259100,inflow_incomplete,1365.3383823560164,48000.0,2,запросить исходящие переводы по узлу
100000002448088100,inflow_incomplete,1343.964513705569,20000.0,3,запросить исходящие переводы по узлу
100000001954534100,inflow_incomplete,1256.4666034624188,13000.0,1,запросить исходящие переводы по узлу
100000002185328100,inflow_incomplete,1241.1728312119217,15000.0,1,запросить исходящие переводы по узлу
100000005142492100,inflow_incomplete,1224.2979052011897,10000.0,1,запросить исходящие переводы по узлу
100000003001661100,inflow_incomplete,1214.4882953527992,110000.0,1,запросить исходящие переводы по узлу
100000005665181100,inflow_incomplete,1100.5861433551272,45498.0,4,запросить исходящие переводы по узлу
100000002849158100,inflow_incomplete,1093.1815693921142,723000.0,3,запросить исходящие переводы по узлу
100000003528285100,inflow_incomplete,1083.564636268397,118870.0,4,запросить исходящие переводы по узлу
100000001427082100,inflow_incomplete,1075.2522024937666,5000.0,1,запросить исходящие переводы по узлу
100000008547844100,inflow_incomplete,1065.8174352243448,177600.0,3,запросить исходящие переводы по узлу
100000002032323100,inflow_incomplete,1023.682811538283,300000.0,1,запросить исходящие переводы по узлу
100000006169033100,inflow_incomplete,1005.1578513084654,49000.0,1,запросить исходящие переводы по узлу
100000002957787100,inflow_incomplete,999.0281257643803,84956.0,4,запросить исходящие переводы по узлу
100000002733905100,inflow_incomplete,979.0013151356281,100000.0,3,запросить исходящие переводы по узлу
100000005602999100,inflow_incomplete,961.1926036574662,5000.0,1,запросить исходящие переводы по узлу
100000000933075100,inflow_incomplete,941.6126770670297,40000.0,1,запросить исходящие переводы по узлу
100000002696152100,inflow_incomplete,933.6341939060734,21800.0,1,запросить исходящие переводы по узлу
100000005481280100,inflow_incomplete,906.4542089409559,32700.0,1,запросить исходящие переводы по узлу
100000008583360100,inflow_incomplete,870.7105027412114,112843.0,1,запросить исходящие переводы по узлу
100000007864477100,inflow_incomplete,863.8822372154582,76000.0,2,запросить исходящие переводы по узлу
100000007749092100,inflow_incomplete,845.4075555177402,7650.0,1,запросить исходящие переводы по узлу
100000008461532100,inflow_incomplete,816.507076513673,565300.0,2,запросить исходящие переводы по узлу
100000008587459100,inflow_incomplete,804.8811403559556,181507.0,2,запросить исходящие переводы по узлу
100000003321895100,inflow_incomplete,784.5209429095704,24000.0,1,запросить исходящие переводы по узлу
100000001330595100,inflow_incomplete,744.068569207089,87000.0,3,запросить исходящие переводы по узлу
100000007534354100,inflow_incomplete,728.2163994333152,50000.0,1,запросить исходящие переводы по узлу
100000003159641100,inflow_incomplete,720.2404314002838,64000.0,4,запросить исходящие переводы по узлу
100000008625905100,inflow_incomplete,720.2404314002838,197800.0,1,запросить исходящие переводы по узлу
100000004321983100,inflow_incomplete,707.5699006614611,10840.0,1,запросить исходящие переводы по узлу
100000008430691100,inflow_incomplete,653.767452424642,20000.0,1,запросить исходящие переводы по узлу
100000001703168100,inflow_incomplete,636.1728734072448,45000.0,1,запросить исходящие переводы по узлу
100000003016438100,inflow_incomplete,627.3735456140259,200000.0,1,запросить исходящие переводы по узлу
100000003215448100,inflow_incomplete,607.3421523140664,91309.0,1,запросить исходящие переводы по узлу
100000001317336100,inflow_incomplete,603.1610526985443,131196.0,1,запросить исходящие переводы по узлу
100000002963189100,inflow_incomplete,541.7796627811157,490000.0,1,запросить исходящие переводы по узлу
100000008490127100,inflow_incomplete,516.103538227983,431755.0,1,запросить исходящие переводы по узлу
100000005386383100,inflow_incomplete,504.8101013095188,37500.0,2,запросить исходящие переводы по узлу
100000002831727100,inflow_incomplete,492.3356643356643,6000.0,1,запросить исходящие переводы по узлу
100000003968044100,inflow_incomplete,485.216728948804,40000.0,1,запросить исходящие переводы по узлу
100000004420041100,inflow_incomplete,463.19741540096777,69638.0,1,запросить исходящие переводы по узлу
100000008710843100,inflow_incomplete,462.1909463617143,33944.0,2,запросить исходящие переводы по узлу
100000005222360100,inflow_incomplete,441.42170811052557,5000.0,1,запросить исходящие переводы по узлу
100000008088082100,inflow_incomplete,422.9201149297301,39138.0,1,запросить исходящие переводы по узлу
100000003190207100,inflow_incomplete,422.1008564081858,5000.0,1,запросить исходящие переводы по узлу
100000005265073100,inflow_incomplete,422.1008564081858,5000.0,1,запросить исходящие переводы по узлу
100000001287955100,inflow_incomplete,408.47037678382566,17520.0,1,запросить исходящие переводы по узлу
100000008722417100,inflow_incomplete,396.7406615739657,331900.0,1,запросить исходящие переводы по узлу
100000003457710100,inflow_incomplete,390.3514514621463,326555.0,1,запросить исходящие переводы по узлу
100000002984403100,inflow_incomplete,382.64796313379424,20000.0,1,запросить исходящие переводы по узлу
100000005357705100,inflow_incomplete,349.83583766067227,52595.0,1,запросить исходящие переводы по узлу
100000002241986100,inflow_incomplete,334.70137162009763,280000.0,1,запросить исходящие переводы по узлу
100000004717647100,inflow_incomplete,329.20842627217513,300000.0,1,запросить исходящие переводы по узлу
100000008223661100,inflow_incomplete,314.54909173019655,202000.0,2,запросить исходящие переводы по узлу
100000005395727100,inflow_incomplete,308.194431039925,17000.0,1,запросить исходящие переводы по узлу
100000002933386100,inflow_incomplete,299.15911609546583,15000.0,1,запросить исходящие переводы по узлу
100000004931931100,inflow_incomplete,290.37795143941173,23938.0,1,запросить исходящие переводы по узлу
100000004877085100,inflow_incomplete,270.1467339476533,25000.0,1,запросить исходящие переводы по узлу
100000004644615100,inflow_incomplete,250.32592690079662,50810.0,1,запросить исходящие переводы по узлу
100000000860514100,inflow_incomplete,229.58877788027655,12000.0,1,запросить исходящие переводы по узлу
100000001223977100,inflow_incomplete,217.3913043478261,5000.0,1,запросить исходящие переводы по узлу
100000002513028100,inflow_incomplete,214.57146592153595,9500.0,1,запросить исходящие переводы по узлу
100000001439416100,inflow_incomplete,213.9948966479203,10000.0,1,запросить исходящие переводы по узлу
100000002481974100,inflow_incomplete,213.83358886021006,89447.0,2,запросить исходящие переводы по узлу
100000008517538100,inflow_incomplete,211.68784425184086,155500.0,3,запросить исходящие переводы по узлу
100000000955529100,inflow_incomplete,208.33532938695984,27000.0,1,запросить исходящие переводы по узлу
100000001429930100,inflow_incomplete,207.77334668922398,26000.0,1,запросить исходящие переводы по узлу
100000008258458100,inflow_incomplete,198.2125426529787,19000.0,1,запросить исходящие переводы по узлу
100000007591246100,inflow_incomplete,195.91624743566086,12190.0,1,запросить исходящие переводы по узлу
100000000413678100,inflow_incomplete,193.49387569331847,306500.0,2,запросить исходящие переводы по узлу
100000005370580100,inflow_incomplete,192.39012775165645,24075.0,1,запросить исходящие переводы по узлу
100000004569484100,inflow_incomplete,191.15420727842584,98312.0,2,запросить исходящие переводы по узлу
100000007593823100,inflow_incomplete,183.79795483746537,25000.0,3,запросить исходящие переводы по узлу
100000003843844100,inflow_incomplete,180.24190088987424,16680.0,1,запросить исходящие переводы по узлу
100000004183610100,inflow_incomplete,175.8082164293434,22000.0,1,запросить исходящие переводы по узлу
100000004077081100,inflow_incomplete,167.35068581004882,140000.0,1,запросить исходящие переводы по узлу
100000003880331100,inflow_incomplete,167.1226742753768,100000.0,1,запросить исходящие переводы по узлу
100000005367284100,inflow_incomplete,166.18672966496538,13700.0,1,запросить исходящие переводы по узлу
100000008721637100,inflow_incomplete,159.9088007072958,24041.0,1,запросить исходящие переводы по узлу
100000001788284100,inflow_incomplete,153.0591852535177,8000.0,1,запросить исходящие переводы по узлу
100000003582677100,inflow_incomplete,150.36329259256692,29756.989999999998,2,запросить исходящие переводы по узлу
100000001637376100,inflow_incomplete,139.49875024309068,116700.0,1,запросить исходящие переводы по узлу
100000000640800100,inflow_incomplete,133.69813942030143,80000.0,1,запросить исходящие переводы по узлу
100000008724461100,inflow_incomplete,126.21411090783133,100111.0,1,запросить исходящие переводы по узлу
100000008757369100,inflow_incomplete,125.90982714333754,25961.0,1,запросить исходящие переводы по узлу
100000005037490100,inflow_incomplete,119.86923847455232,15000.0,1,запросить исходящие переводы по узлу
100000004906181100,inflow_incomplete,119.53620415003486,100000.0,1,запросить исходящие переводы по узлу
100000008761219100,inflow_incomplete,117.64822296026897,50000.0,2,запросить исходящие переводы по узлу
100000004629688100,inflow_incomplete,112.30494745717233,5000.0,1,запросить исходящие переводы по узлу
100000008121806100,inflow_incomplete,111.97219176450245,67000.0,1,запросить исходящие переводы по узлу
100000008720856100,inflow_incomplete,109.53528914847362,18105.0,1,запросить исходящие переводы по узлу
100000004340038100,inflow_incomplete,107.82096445318737,9978.0,1,запросить исходящие переводы по узлу
100000005834479100,inflow_incomplete,106.02881223454078,7500.0,1,запросить исходящие переводы по узлу
100000007689942100,inflow_incomplete,105.78377194400821,5000.0,1,запросить исходящие переводы по узлу
100000003896956100,inflow_incomplete,104.3223908699888,10000.0,1,запросить исходящие переводы по узлу
100000002773323100,inflow_incomplete,102.53077544490617,285000.0,2,запросить исходящие переводы по узлу
100000008417359100,inflow_incomplete,100.34472684360625,40810.0,1,запросить исходящие переводы по узлу
